0	2.7986603938313066
1	2.2610838109190023
2	2.1592822881689164
3	1.9830532015051932
4	1.9811612756158938
5	1.9319679086361663
6	1.930025906561879
7	1.9137659209004638
8	1.8741664813991321
9	1.8741664813991292
10	1.8580904176062047
11	1.8527007313648918
12	1.8506755523321776
13	1.850675552332176
14	1.8384776310850226
15	1.8384776310850226
16	1.8343936327844141
17	1.8248287590894667
18	1.8248287590894667
19	1.8172781845386246
20	1.812456896039186
21	1.8117670931993444
22	1.784656829757475
23	1.784656829757475
24	1.775528090456471
25	1.7720045146669352
26	1.7677669529663689
27	1.7585505395068974
28	1.7585505395068965
29	1.7507141400011597
30	1.7327723451163457
31	1.7102631376487056
32	1.7029386365926404
33	1.7029386365926378
34	1.7000000000000004
35	1.6977926846349636
36	1.697056274847715
37	1.6770509831248424
38	1.6763054614240207
39	1.6620770138594678
40	1.6620770138594638
41	1.6568041525780912
42	1.6568041525780897
43	1.6500000000000004
44	1.6446884203398549
45	1.6378339354159217
46	1.6378339354159195
47	1.6378339354159193
48	1.637833935415918
49	1.6378339354159175
50	1.6286497474902337
51	1.6286497474902328
52	1.6278820596099721
53	1.627882059609969
54	1.6155494421403518
55	1.614001239156898
56	1.614001239156896
57	1.6070158679988193
58	1.6031219541881392
59	1.6031219541881376
60	1.6007810593582128
61	1.6007810593582121
62	1.6000000000000014
63	1.594521871910195
64	1.5890248582070714
65	1.5890248582070712
66	1.5811388300841898
67	1.578765340384695
68	1.57003184681076
69	1.5692354826475232
70	1.5660459763365824
71	1.5652475842498528
72	1.5628499608087825
73	1.5628499608087794
74	1.5620499351813304
75	1.557241150239743
76	1.553222456700911
77	1.5532224567009072
78	1.553222456700906
79	1.5532224567009039
80	1.550806241927082
81	1.5508062419270814
82	1.5499999999999972
83	1.5443445211480498
84	1.543534904043312
85	1.5402921800749354
86	1.5337861650177969
87	1.5297058540778354
88	1.5231546211727867
89	1.5206906325745548
90	1.5206906325745548
91	1.5206906325745548
92	1.520690632574554
93	1.5182226450688978
94	1.511621645783097
95	1.5116216457830962
96	1.5074813431681335
97	1.5041608956491326
98	1.503329637837291
99	1.5000000000000007
100	1.5
101	1.4999999999999984
102	1.4999999999999984
103	1.49833240637717
104	1.4983324063771697
105	1.4916433890176282
106	1.4866068747318508
107	1.48660687473185
108	1.484924240491747
109	1.484082207965583
110	1.4807092894960807
111	1.477328670269416
112	1.476482306023341
113	1.470544116985274
114	1.4705441169852735
115	1.4637281168304443
116	1.463728116830444
117	1.460308186651024
118	1.4577379737113252
119	1.4577379737113252
120	1.4577379737113252
121	1.4577379737113252
122	1.4577379737113252
123	1.4577379737113247
124	1.4577379737113243
125	1.4577379737113239
126	1.4577379737113212
127	1.4534441853748634
128	1.439618004888795
129	1.432654878189442
130	1.4326548781894417
131	1.4326548781894417
132	1.4317821063276375
133	1.431782106327637
134	1.4317821063276348
135	1.4300349646075092
136	1.42302494707577
137	1.4212670403551892
138	1.4142135623730971
139	1.4142135623730951
140	1.4142135623730951
141	1.4115594213493114
142	1.4115594213493114
143	1.4115594213493106
144	1.4089002803605382
145	1.4035668847618203
146	1.4035668847618203
147	1.4035668847618186
148	1.400892572612195
149	1.4008925726121921
150	1.4008925726121912
151	1.4008925726121912
152	1.4008925726121886
153	1.4008925726121884
154	1.4008925726121872
155	1.3999999999999986
156	1.3946325680981362
157	1.3946325680981362
158	1.3901438774457864
159	1.3901438774457842
160	1.3901438774457842
161	1.38924439894498
162	1.3892443989449796
163	1.3829316685939346
